comment_id,clean_text,normalized_text,suggested_label,sentiment_label,manual_label
UgzforM7c954ASckIiJ4AaABAg,drama tok,drama tok,,unknown,
UgxU3rdQc8DyduKTqqJ4AaABAg,apa pemilik kepentingan tidak bisa berbicara ke fifa rusia perang di ukraina dapat hukuman berat israel perangi palestina fifa tutup mata halo apa kabar fifa,milik penting bicara fifa rusia perang ukraina hukum berat israel rang palestina fifa tutup mata halo kabar fifa,,unknown,
UgxvvvmWDCVeqw8aXPp4AaABAg,jangan pilih lagi pdi p ganjar pranowo atau puan maharani di pilpres,pilih pdi p ganjar pranowo puan maharani pilpres,,unknown,
Ugyai0r4kxBkIgsofXt4AaABAg,gara ganjar kok cuma sanksi ringan mikir,gara ganjar sanksi ringan mikir,,unknown,
UgxKSB31hzIxrGzEujl4AaABAg,tetap ganjar penyelamat negriku selanjutnya brafo ganjar saya bersamamu,ganjar selamat negriku brafo ganjar sama,,unknown,
UgwpCHMc_JMLeWNr0QN4AaABAg,u ada israel lagi ga konstitusi hanya berlaku untuk israel kah,u israel ga konstitusi laku israel,,unknown,
Ugxbs8mzlHD0OAnd9t94AaABAg,tetep pak ganjar walau dsalahin soal piala dunia,tetep ganjar dsalahin piala dunia,,unknown,
UgztwNVNG6k7iyVPgAd4AaABAg,ujung ujung ny duit,ujung ujung ny duit,,unknown,
Ugy_wbm1rxn13dh4KkJ4AaABAg,astakfiruloh,astakfiruloh,,unknown,
UgwQIcLH2_ZU1QRHgSt4AaABAg,alkahmdulillahh tetep jangan pilih ganjar dan fraksi dr pdi ganjar menyesatkan,alkahmdulillahh tetep pilih ganjar fraksi dr pdi ganjar sesat,,unknown,
Ugwe75_5GjIXoC8lo-d4AaABAg,heehe bodor,heehe bodor,,unknown,
Ugwjika1eWBkOsqhe7B4AaABAg,alasan pasti yang nyogok yang banyak,alas nyogok,,unknown,
UgyrSzutnTMmLxp-sLV4AaABAg,no goal no win,no goal no win,,unknown,
UgxqKH6fvPZvQUu8CSN4AaABAg,semua ada proses waktu dan membangun chemistery,proses bangun chemistery,,unknown,
Ugw_oKDzN4MAijtgYD54AaABAg,ridho blunder,ridho blunder,,unknown,
Ugx5ZRuwX9RNfzz-FDt4AaABAg,sudah jangan ikut kualifikasi pildun lagi cukup saja di aff level asteng,kualifikasi pildun aff level asteng,,unknown,
Ugy-2tUI0drUBZSQrsB4AaABAg,kehancuran di mulai oleh federasi,hancur federasi,pssi_management,unknown,
UgxzYZYL5Q96MP0U8Gh4AaABAg,berbicara gampang haha hehehe,bicara gampang haha hehehe,,unknown,
UgytOb3rlTsssYA90zN4AaABAg,pelatih yang perlu diganti,latih ganti,coaching_staff,unknown,
UgxA7_yI5pSBvhtnSVZ4AaABAg,pengamat bola indo lucu timsan reng di atas harus masuk pidun,amat bola indo lucu timsan reng masuk pidun,,unknown,
UgwUyuXrcOaGPKwwBNF4AaABAg,rizky ridho kenapa ya blunder gitu awal mula nya di situ,rizky ridho blunder gitu nya situ,,unknown,
UgwtqlSPVEyTTknmobR4AaABAg,ganti pelatih segera,ganti latih,coaching_staff,unknown,
UgxJfyAKHytlF7L5tZN4AaABAg,sudah takdir kah wk wk,takdir wk wk,,unknown,
UgwDvSM4CkwG3EYtFOh4AaABAg,pengamat didengerin para badut beginian didengerin,amat didengerin badut didengerin,,unknown,
UgxURffu4idrMj9Ldv54AaABAg,pelatih yang harus disalahkan,latih salah,coaching_staff,unknown,
UgzXwsbAC9vlx0yjHeV4AaABAg,erik cipret,erik cipret,pssi_management,unknown,
UgwBq2sX_A56LyZIuPp4AaABAg,kembali aj ke sty akan lebih baik,aj sty,coaching_staff,unknown,
UgzYyJ-lH2VafLtWb8l4AaABAg,butuh loo,butuh loo,,unknown,
UgzRq9oo8voWCi8nhfV4AaABAg,alhamdulillah kalah,alhamdulillah kalah,technical_performance,unknown,
Ugze6UzkY0dLIohd7bd4AaABAg,thohir out,thohir out,,unknown,
Ugwo6mCFyGQ4tDan4XJ4AaABAg,rekening petruk harus di selidiki,rekening truk selidik,,unknown,
UgyrSzutnTMmLxp-sLV4AaABAg,no goal no win,no goal no win,,unknown,
UgxqKH6fvPZvQUu8CSN4AaABAg,semua ada proses waktu dan membangun chemistery,proses bangun chemistery,,unknown,
Ugw_oKDzN4MAijtgYD54AaABAg,ridho blunder,ridho blunder,,unknown,
Ugx5ZRuwX9RNfzz-FDt4AaABAg,sudah jangan ikut kualifikasi pildun lagi cukup saja di aff level asteng,kualifikasi pildun aff level asteng,,unknown,
Ugy-2tUI0drUBZSQrsB4AaABAg,kehancuran di mulai oleh federasi,hancur federasi,pssi_management,unknown,
UgxzYZYL5Q96MP0U8Gh4AaABAg,berbicara gampang haha hehehe,bicara gampang haha hehehe,,unknown,
UgytOb3rlTsssYA90zN4AaABAg,pelatih yang perlu diganti,latih ganti,coaching_staff,unknown,
UgzT9O01gHpH1vHGQQx4AaABAg,arya sinalingga harus bertagung jawab,arya sinalingga bertagung,,unknown,
UgwtPcwyoG5JTQS_GtR4AaABAg,yang jelas justin kebanyakan bacot pengamat bola banyak teori membalikan pakta,justin banyak bacot amat bola teori balik pakta,,unknown,
UgxQISGlUaE8ofJfF2J4AaABAg,si botak mau cuci tangan nih,si botak cuci tangan nih,,unknown,
UgxYKkZJSr00KFM55xh4AaABAg,justin hanya omdo plintat plintut pinter cuci tangan,justin omdo plintat plintut pinter cuci tangan,,unknown,
Ugw5yfP1ueVXJ0C-G9d4AaABAg,ternyata mafia tetap bermain walau tak kelihatan,mafia main,pssi_management,unknown,
UgwbHU522rzr_vqNmcF4AaABAg,jangan bermimpi masuk pildun jika masih ada mafia didalamnya,mimpi masuk pildun mafia dalam,pssi_management,unknown,
Ugwc065kfQHNk-wSPbV4AaABAg,lah ko justin cuci tangan dia kocak kocak,ko justin cuci tangan kocak kocak,,unknown,
UgzGqbjw7Kh8xSf7uHl4AaABAg,ternyata begini rasanya jadi fans mu,fans mu,,unknown,
Ugy4GMsH78fZ3GMwKdN4AaABAg,pssi harus bertanggung jawab atas semua ini,pssi tanggung,pssi_management,unknown,
UgzEje5xDZSfMhZBoYB4AaABAg,faktor non teknis seperti pemilihan tempat pertandingan dan lain lain sangatlah berpengaruh meski itu bukanlah hal yang dijadikan alasan,faktor non teknis pilih tanding pengaruh jadi alas,,unknown,
UgxGEMKXamgnsI2Zhux4AaABAg,kata buat bang ibnu jamil mantap,bang ibnu jamil mantap,,unknown,
UgzBfqI4B5Qjoy0jDwd4AaABAg,kalo mau maju mari kompak dan guyub,kalo maju kompak guyub,,unknown,
Ugz33Sm8qQ14r0QsnG94AaABAg,si botak emang kocak,si botak emang kocak,,unknown,
UgxhBZK0ohisMdRLbHt4AaABAg,kayanknya mimin ini adiknya husein ya,kayanknya mimin adik husein,,unknown,
UgxeDVgdIHIvHGj1Rul4AaABAg,prancesco totti yang mebawa saya mencintai as roma dan as roma yang membuat sya mencitai gliazzuri,prancesco totti mebawa cinta as roma as roma sya cita gliazzuri,,unknown,
UgymoWPquDlvqSjfMW14AaABAg,lolos dong optimis,lolos optimis,future_hope,unknown,
UgxegJxgXe22NE1TkU14AaABAg,forza gli azzurri,forza gli azzurri,,unknown,
Ugzxf_ilHSH1Tw34Mp94AaABAg,bravo italia selalu di hati,bravo italia hati,positive_support,unknown,
UgxJzs1vYuWsNeTcutR4AaABAg,smoga aja come back ke pildun marine tahun,smoga aja come back pildun marine,,unknown,
UgzRo0v2afnfkmveN914AaABAg,haruss lolos lah,haruss lolos,future_hope,unknown,
Ugwh_smB0AZ7A4EMpv94AaABAg,forza italia,forza italia,,unknown,
Ugx-nTjfBIvjqPt6sDx4AaABAg,jogetin aja oke gas oke gas,jogetin aja oke gas oke gas,,unknown,
Ugxuk-4hDsIUiimo1xd4AaABAg,timnas idola bapak saya,timnas idola,patriotic_sadness,unknown,
Ugz6r1rl6w-2gy-jZR54AaABAg,bravo italia,bravo italia,positive_support,unknown,
Ugzm18GBYhLPhKEPxM94AaABAg,mantap min,mantap min,,unknown,
UgzxjIbAhb_QJGHUyQZ4AaABAg,forza italia,forza italia,,unknown,
UgwrVI3_x70gRBTg9Vp4AaABAg,sehat selalu min,sehat min,,unknown,
UgyzbqvRf1IIJbJLa294AaABAg,mampir kesini untuk melihat lord anjassucipto berkomentar,mampir kesini lord anjassucipto komentar,,unknown,
UgzEu3W6UyUKxTo80HN4AaABAg,heran dengan kata kata yang merebut tanah palestina,heran rebut tanah palestina,,unknown,
UgwtykEouZe8dfFqSqt4AaABAg,bravo italy,bravo italy,positive_support,unknown,
UgxWWnsxs0lf4dO0pvp4AaABAg,ketua fifa ini terang terangan takut sm amerika dsn israel bila berpihak kepada italia justru dia takut ancaman dari israel apa lgi amerika jdi tuan rumah tak mau adik nya di abaikan apa lgi di gugur kn secara permanen tentu fifa berpihak sngt kepada amerika dsn israel,ketua fifa terang terang takut sm amerika dsn israel pihak italia takut ancam israel lgi amerika jdi tuan rumah adik nya abai lgi gugur kn permanen fifa pihak sngt amerika dsn israel,,unknown,
UgwJBHhaxkdG4dUPTsB4AaABAg,akankah senasip seperti indonesia,senasip indonesia,patriotic_sadness,unknown,
UgzYMi7kUhCDuweYepp4AaABAg,bar sesok neh,bar sok neh,,unknown,
UgwnoO_Pva0sN_PHupN4AaABAg,forza azurri,forza azurri,,unknown,
UgwIJSg3PahyyvITvhl4AaABAg,diatas kertas padahal italia grupnya keliatan gampang tapi namanya sepakbola banyak kejutannya,atas kertas italia grup liat gampang nama sepakbola kejut,,unknown,
UgzAxTmTPXalF3T-Zup4AaABAg,justru disitu letak asik nya,situ letak asik nya,,unknown,
Ugx7vzwlH8P92tQnMUl4AaABAg,saking jauhnya italia chance buat maen di pildun anaknya buffon sampe milih ceko buat kewarganegaraannya,saking jauh italia chance maen pildun anak buffon sampe milih ceko kewarganegaraannya,,unknown,
UgybG97JjfC8xmeD-Ad4AaABAg,italia harus lolos dong,italia lolos,future_hope,unknown,
Ugxv4v2K8fQFMYg2fo94AaABAg,harus lolos,lolos,future_hope,unknown,
UgwPPhLofVz3VrsAzT94AaABAg,please laah italia,please laah italia,,unknown,
UgzBl6EZSdBgC86P3H54AaABAg,kali ini pasti lolos,kali lolos,future_hope,unknown,
UgxNBF13VJEC-cCbACd4AaABAg,min editing video pake aplikasi apa bagi dunk s,min editing video pake aplikasi dunk s,,unknown,
UgygmokgU_VjTrYMSOx4AaABAg,astaghfirullah min elu ga usah sebut sandro tonalli seperti itu dia juga punya hak untuk berubah ke arah lebih baik toh dia udah dihukum mulutmu akan di pertanggung jawabkan juga wahai dubber,astaghfirullah min elu ga sandro tonalli hak ubah arah udah hukum mulut tanggung jawab dubber,,unknown,
UgxVnBZafy8Yn9RLAs54AaABAg,gue sih berdoa supaya israel masuk ke piala dunia,gue sih doa israel masuk piala dunia,,unknown,
UgytpP4yYFBcX4d2bih4AaABAg,mari kita tunggu,tunggu,,unknown,
UgyCGeM0c-826Xxl2rd4AaABAg,piala dunia kali ini lebih ke jerman sih yang sulit,piala dunia kali jerman sih sulit,,unknown,
Ugy-fL_GibEMhGvFg594AaABAg,gianluca mancini bukan anaknya roberto mancini,gianluca mancini anak roberto mancini,,unknown,
UgwVcwdBQH6INl9Y1jV4AaABAg,bahas argentina min,bahas argentina min,,unknown,
Ugzucm7YwamDPHNVe1R4AaABAg,fifa mafia,fifa mafia,pssi_management,unknown,
UgyBHB2L91ZLUWxGPAB4AaABAg,ga usah heran min mang bgtu fifa dan uefa pro israel jd ga dihukum,ga heran min mang bgtu fifa uefa pro israel jd ga hukum,,unknown,
UgyjNS0RAYdunwB8oKx4AaABAg,paling aneh israel bisa ikut kualifikasi sedangkan russia kenabanned,aneh israel kualifikasi russia kenabanned,,unknown,
Ugyve7Iev1btVmjPiUZ4AaABAg,gianluca mancini dengan raspadori,gianluca mancini raspadori,,unknown,
UgxVcTE3OorlMF7FMKx4AaABAg,bastoni ketemu jay idzes,bastoni ketemu jay idzes,,unknown,
UgwunxjxClqCo_CBd_t4AaABAg,lolos lah plis,lolos plis,future_hope,unknown,
UgybO43ql2mvFrZsUTt4AaABAg,lolos wajib,lolos wajib,future_hope,unknown,
Ugxhg-4AUZDIMsJSiMp4AaABAg,giunluca mancio roma capten,giunluca mancio roma capten,,unknown,
UgxZAn3VrsU3qF4D-TB4AaABAg,suka bgt sma narasinya trutama pengulangan tentang penjajah,suka bgt sma narasi trutama ulang jajah,,unknown,
UgxPSujHbdkUfex8Z5R4AaABAg,kami justru menilai mimin yang agak lain,nilai mimin,,unknown,
Ugy1EKAhKEgpsfnOhad4AaABAg,udah di bantai oleh halland thanks halland kalau bisa si harus nya,udah bantai halland thanks halland si nya,,unknown,
Ugxj_eAHH7GvycyXmxN4AaABAg,atilia lolos lah,atilia lolos,future_hope,unknown,
UgxB6ak-YzB6tq6TIlB4AaABAg,sekelas italia aja diujung tanduk ini warga konoha bukan maen menghujat timnasnya sndr wkwkwk,kelas italia aja ujung tanduk warga konoha maen hujat timnasnya sndr wkwkwk,,unknown,
Ugy099L0cnwD1hPNsel4AaABAg,israel eropa,israel eropa,,unknown,
Ugyq_JD9X3br0DoVy314AaABAg,fifa amerika uefa israhell,fifa amerika uefa israhell,,unknown,
Ugx9Q69Gl_47L_5fb_Z4AaABAg,klo sepak bola jngn di kaitkan politik kenapa dengn russia bukannya ketua fifa keturunan yahudi,klo sepak bola jngn kait politik dengn russia ketua fifa turun yahudi,,unknown,
Ugy1baULEE4cIwX959Z4AaABAg,harga diri untuk tidak mengkhianati konstitusi tu lebih penting dari sekedar bola,harga khianat konstitusi tu dar bola,,unknown,
UgxozbFJjeUO-WTZ9yp4AaABAg,bravo timnas,bravo timnas,patriotic_sadness,unknown,
UgzEfbfTeGdVgUgKv_h4AaABAg,palestine ttp saudara kita dari zaman awal kemerdekaan kita dan sesuai dengan uud,palestine ttp saudara zaman merdeka sesuai uud,,unknown,
Ugx_r3XOEg2O318dUF14AaABAg,saya setuju,tuju,,unknown,
UgxzRXHcJiFa2RtD1yx4AaABAg,salam serumpun bos slm dri tki dri sarawak,salam serum bos slm dri tki dri sarawak,,unknown,
UgxSju2lCWQeNm5MjWB4AaABAg,apa arti bola kalau saudara seiman di injak injak semuga palestina bebas dari sionis amin brafo bang,arti bola saudara iman injak injak semuga palestina bebas sionis amin brafo bang,,unknown,
UgxtcafhytOrWAugxN54AaABAg,timnas kita selalu dapat cobaan,timnas coba,patriotic_sadness,unknown,
UgzNymWUfkB6QSnMuqR4AaABAg,aku dengar y jdi pening,dengar y jdi pening,,unknown,
UgwU4MegbrOjzYY3wOh4AaABAg,yng berlalu biarlah berlalu,yng biar,,unknown,
UgyKuSPiVo6VvaufVE94AaABAg,alasan fifa banyak untuk menghindari tuduhan standar gandanya yang lihat saja,alas fifa hindar tuduh standar ganda lihat,,unknown,
UgxPrX_URZDmiaITgRB4AaABAg,hati saat ini banyak akun hoax demi politik rakyat diadu domba,hati akun hoax politik rakyat adu domba,,unknown,
UgzWTjXipb6U8Ia6HF14AaABAg,ada baiknya klo sepak bola u pasti banyak lgbt yang datang berbuat maksiat,baik klo sepak bola u lgbt buat maksiat,,unknown,
Ugw3M0yi0HSTfCB-3gR4AaABAg,asumsi ngawur itu min,asumsi ngawur min,,unknown,
UgxDUVhbRIrCIz4AtMp4AaABAg,hm bagi aku jadi tuan rumah kek nggak kek tidak begitu penting yang penting jangan jadi pengemis,hm tuan rumah kek kek emis,,unknown,
Ugwy1zjjFrB-KGVmcVx4AaABAg,narasubernya yang ngomong tidak pake otak itu bank,narasubernya ngomong pake otak bank,,unknown,
UgxSJSgSRS0yXnK5o-l4AaABAg,orang ini ternyata anteknya luar negeri,orang antek negeri,,unknown,
UgyJ5OFYcFPdfffUEcF4AaABAg,brozul itu yang bicara siapa kurang ber jiwa nasionalisnya,brozul bicara ber jiwa nasionalis,,unknown,
Ugwkj9SPAZ8rIgwc8zR4AaABAg,ini sapa yang ngmong kalau berani pertanggung jawabkan omongannya jangan cuma ngadu domba aja,sapa ngmong berani tanggung jawab omong ngadu domba aja,,unknown,
UgwV9izFzs9xTsKzkol4AaABAg,bagi israel tidak ada pengaruh apapun hahahaha hihihiihih tepuk jidad,israel pengaruh apa hahahaha hihihiihih tepuk jidad,,unknown,
UgyivfP53LeNm7Kv77p4AaABAg,lihat aj gmna nanti di qatar tanggapan qatar terhadap israel,lihat aj gmna qatar tanggap qatar israel,,unknown,
UgyB4d45gtzBBGL8ZkR4AaABAg,qatar qatar,qatar qatar,,unknown,
UgwqinzQqPbLWN91UVB4AaABAg,sudah argentina penggantinya,argentina ganti,,unknown,
UgzPBxUMcvrn_HUNQQR4AaABAg,wah kalau modelnya gini okey qatar emang lebih kaya waah justru pasti ada kecurigaan kecurigaan terhadap qatar dan fifa bisa di curigai kalau memang ini yang terjadi well qatar boleh kaya qatar memang banyak uang dan fifa bisa di tuding sekongkol untuk apa yaitu kecurigaan uud ujung ujungnya duit alias uang,model gin okey qatar emang kaya waah curiga curiga qatar fifa curiga well qatar kaya qatar uang fifa tuding sekongkol curiga uud ujung ujung duit alias uang,,unknown,
UgwfWddRgkG5a-nQcxh4AaABAg,ni yang ngomog dri nrgara mana,ni ngomog dri nrgara,,unknown,
Ugy-jGOGqNWSgR3y5UR4AaABAg,konten ini bang oposisi pemerintah,konten bang oposisi perintah,,unknown,
Ugyy4RTM7lIB4x25cqZ4AaABAg,narasi penuh nada pesimis macam apa yang kamu ucapkan tuan,narasi penuh nada pesimis ucap tuan,,unknown,
Ugw5NA2LEPWgSnt69rB4AaABAg,itu yang bicara sering buat provokator bang,bicara provokator bang,,unknown,
UgzKjbFIByNmAdrIUjJ4AaABAg,woi brozul hapus video reackmu ini video provokator malah km react,woi brozul hapus video reackmu video provokator km react,,unknown,
Ugy0ip5eHCt-U9WhuJB4AaABAg,kualat pak anis baswedan demi mencekal pak anis nyapres sehingga jis nggak digunakan dipilfumu,kualat anis baswedan cekal anis nyapres jis dipilfumu,,unknown,
Ugy1baULEE4cIwX959Z4AaABAg,harga diri untuk tidak mengkhianati konstitusi tu lebih penting dari sekedar bola,harga khianat konstitusi tu dar bola,,unknown,
UgxozbFJjeUO-WTZ9yp4AaABAg,bravo timnas,bravo timnas,patriotic_sadness,unknown,
UgzEfbfTeGdVgUgKv_h4AaABAg,palestine ttp saudara kita dari zaman awal kemerdekaan kita dan sesuai dengan uud,palestine ttp saudara zaman merdeka sesuai uud,,unknown,
Ugx_r3XOEg2O318dUF14AaABAg,saya setuju,tuju,,unknown,
UgxzRXHcJiFa2RtD1yx4AaABAg,salam serumpun bos slm dri tki dri sarawak,salam serum bos slm dri tki dri sarawak,,unknown,
UgxSju2lCWQeNm5MjWB4AaABAg,apa arti bola kalau saudara seiman di injak injak semuga palestina bebas dari sionis amin brafo bang,arti bola saudara iman injak injak semuga palestina bebas sionis amin brafo bang,,unknown,
UgxtcafhytOrWAugxN54AaABAg,timnas kita selalu dapat cobaan,timnas coba,patriotic_sadness,unknown,
UgzNymWUfkB6QSnMuqR4AaABAg,aku dengar y jdi pening,dengar y jdi pening,,unknown,
UgwU4MegbrOjzYY3wOh4AaABAg,yng berlalu biarlah berlalu,yng biar,,unknown,
UgyKuSPiVo6VvaufVE94AaABAg,alasan fifa banyak untuk menghindari tuduhan standar gandanya yang lihat saja,alas fifa hindar tuduh standar ganda lihat,,unknown,
UgxPrX_URZDmiaITgRB4AaABAg,hati saat ini banyak akun hoax demi politik rakyat diadu domba,hati akun hoax politik rakyat adu domba,,unknown,
UgzWTjXipb6U8Ia6HF14AaABAg,ada baiknya klo sepak bola u pasti banyak lgbt yang datang berbuat maksiat,baik klo sepak bola u lgbt buat maksiat,,unknown,
Ugw3M0yi0HSTfCB-3gR4AaABAg,asumsi ngawur itu min,asumsi ngawur min,,unknown,
UgxDUVhbRIrCIz4AtMp4AaABAg,hm bagi aku jadi tuan rumah kek nggak kek tidak begitu penting yang penting jangan jadi pengemis,hm tuan rumah kek kek emis,,unknown,
Ugwy1zjjFrB-KGVmcVx4AaABAg,narasubernya yang ngomong tidak pake otak itu bank,narasubernya ngomong pake otak bank,,unknown,
UgxSJSgSRS0yXnK5o-l4AaABAg,orang ini ternyata anteknya luar negeri,orang antek negeri,,unknown,
UgyJ5OFYcFPdfffUEcF4AaABAg,brozul itu yang bicara siapa kurang ber jiwa nasionalisnya,brozul bicara ber jiwa nasionalis,,unknown,
UgwoV94iiKJo_cR9f2J4AaABAg,sahronikan bung towel,sahronikan towel,pssi_management,unknown,
Ugz8w418aKzJqL3_c_14AaABAg,gila ini towel,gila towel,pssi_management,unknown,
UgxXXXdLvvMWrcJ2Dud4AaABAg,inilah orang orang yang menjadi akar permasalahan sepak bola kita mereka tertawa puas,orang orang akar masalah sepak bola tertawa puas,,unknown,
Ugxqhq-NOM_d3WWwldp4AaABAg,netizen ngga sampe luar biasa statement mu,netizen ngga sampe statement mu,,unknown,
UgyytI4u8oeuANXMpPd4AaABAg,kembali ke era kegelapan,era gelap,,unknown,
UgzBN36TXFwyLF6L96p4AaABAg,jika ada demo lagi ini orang diajakin yak,demo orang diajakin yak,,unknown,
Ugx2hiF6rI0sYkDr0iR4AaABAg,ngapain di undang lagi di tv gua udah gedeg sama nih orang dari dulu,ngapain undang tv gua udah gedeg nih orang,,unknown,
UgwSFWgSUcOynC38U8p4AaABAg,sy aja klw ada dia bicara di tv manapun sy skip nggak mau dengar baru nara sumber yang lain sy dengar kan omongan nya,sy aja klw bicara tv mana sy skip dengar nara sumber sy dengar omong nya,,unknown,
UgzP9FxjdoECAOZPJhh4AaABAg,palatih pelawak paling lucu,palatih lawak lucu,,unknown,
UgwBa99iT0DpztuTlVt4AaABAg,ketua dan segenap penetrasi qut dan tunggu jawabannya,ketua segenap penetrasi qut tunggu jawab,,unknown,
UgxPFLyltX8-IYyuQcN4AaABAg,gelo towel,gelo towel,pssi_management,unknown,
Ugy1kO0tqOuH014at3x4AaABAg,tewel itu diambil ikat di tiang gawang tendang bola ke mulut embernya orang nendang kira cukup atau enggak,tewel ambil ikat tiang gawang tendang bola mulut ember orang nendang,,unknown,
UgzHYKToyjPwiCJ3FYF4AaABAg,di pelihara az kan lagi ngetrend biar muncul ternak ternak yang baru,pelihara az ngetrend biar muncul ternak ternak,,unknown,
UgxUu3JzkFOXmPTPijd4AaABAg,org yang zaman kegelapan jadi mafia bola jangan di panggil lg jd nara sumber,org zaman gelap mafia bola panggil lg jd nara sumber,pssi_management,unknown,
UgywMTyfvR9yR1ilQud4AaABAg,ketumnya punya angenda dari jaman dulu pun memang selalu punya missi seperti itu ketum bukannya memajukan sepak bola tetapi merusak,tum angenda jaman miss tum maju sepak bola rusak,,unknown,
Ugw6oaxHMtJR6-g87eB4AaABAg,mafianya pada sukses dan bahagia,mafia sukses bahagia,pssi_management,unknown,
UgzZTiRV0pYtWpvM5XB4AaABAg,butuh proses belum waktunya,butuh proses,,unknown,
Ugz-Qtc-JorTmeJkeZt4AaABAg,fullnya nonton dimana ya,fullnya nonton,,unknown,
UgyDFwmwg1A41IM-XON4AaABAg,jare wong jatim kemerooh,jare jatim kemerooh,,unknown,
UgwcZywB5wut_--KQMh4AaABAg,wajib out,wajib out,,unknown,
UgzsZP-Zbqg11MuEzMR4AaABAg,toel itu tidak usah jdi narasumber ngapain orang tidak waras di masukan ke tv membagongkan,toel jdi narasumber ngapain orang waras masuk tv bagong,,unknown,
UgxQN8ezyNjFRo2tOct4AaABAg,et orang yang paling harus bertanggung jawab,et orang tanggung,,unknown,
UgxqFH1obrQLVIcs_Bh4AaABAg,gila lu min,gila lu min,,unknown,
UgyLFZyJqqw4CJp3LZB4AaABAg,ambil hikmahnya,ambil hikmah,,unknown,
UgxBIDQsuux49S8CnN14AaABAg,alhamdulillah,alhamdulillah,,unknown,
UgwoQHn0lLeCEadyL3R4AaABAg,pssi pada ngumpet,pssi ngumpet,pssi_management,unknown,
UgydVdNv-gxNACOts-l4AaABAg,wc tahun adalah kesempatan terakhir haye itulah sebabnya haye nangis paling kenceng,wc sempat haye haye nang kenceng,,unknown,
UgzBWeXheBygzRfPiHx4AaABAg,succes selalu buat kak admin yang selalu memberikan informasi yang akurat di dunia si kulit bundar,succes kak admin informasi akurat dunia si kulit bundar,,unknown,
UgzOda33nK7En6CjDaB4AaABAg,kembaliakan sty,kembaliakan sty,coaching_staff,unknown,
Ugyy5dzYWuUMJ-kKSWZ4AaABAg,seperti biasa jago di awal dan pertandingan akhirnya zonk tuhan punya cerita,jago tanding zonk tuhan cerita,,unknown,
UgxqOI9tm7SPyciYc7l4AaABAg,jujur gw nungguin video ini tapi juga ngga siap untuk menontonya,jujur gw nungguin video ngga menontonya,,unknown,
Ugy2kcN1XUJaPMm6LM14AaABAg,goo,goo,,unknown,
UgwfO-JD9_uDUE1GwPF4AaABAg,pelatih terbaik katanya,latih baik,coaching_staff,unknown,
Ugxug2O3trQzkAFibSJ4AaABAg,kambing hitam,kambing hitam,,unknown,
Ugxq3-yoLGnk6EgjIh54AaABAg,mantaf min editingnya awal vidio,mantaf min editingnya vidio,,unknown,
UgxK1h94WM883lFYNYl4AaABAg,goodbye piala dunia dan halo piala dunia kami menunggumu,goodbye piala dunia halo piala dunia tunggu,,unknown,
UgzbcEkvs78CACaqc654AaABAg,sudah jgan kegedean mimpi,jgan gede mimpi,,unknown,
UgwPctAs5tJUWCSEcQZ4AaABAg,padepokan aff akhirnya kembali diisi murid kesayangannya,padepokan aff isi murid sayang,,unknown,
Ugxl9ruafWFE9Ex6bdV4AaABAg,heh min gitu amat,heh min gitu,,unknown,
UgyxyacTiaQP3BYjsk94AaABAg,tetap bersatu,satu,,unknown,
UgyOveLrEFojFBMEw0V4AaABAg,pak erik pak erik,erik erik,pssi_management,unknown,
UgxNEX8l0I1vRRXpr_54AaABAg,jalan ke piala dunia tak semudah itu italia aja yang sudah mengoleksi tropi piala dunia tak ikut serta edisi berturut turut kini terancam untuk ke kalinya,jalan piala dunia mudah italia aja koleksi tropi piala dunia edisi ancam kali,,unknown,
Ugw7YkUfixmPUMijE4l4AaABAg,insyaallah rendah hati membuatmu terbang tinggi,insyaallah rendah hati buat terbang,,unknown,
Ugw1-8fUCooVB5ja1sl4AaABAg,insya allah karena bagi allah subhannahhuwata ala tidak ada yang tidak mungkin di dunia ini jika kita melakukannya dengan benar dari hati kalau allah sudah berkehrndak maka kun fayakun apapun yang terjadi terjadilah,insya allah allah subhannahhuwata ala dunia laku hati allah berkehrndak kun fayakun apa,,unknown,
UgwtSyJlQMvfxvFRxDh4AaABAg,endingnya sangat membagongkan,endingnya bagong,,unknown,
UgzqK_Ei6hSB-y8Rb9t4AaABAg,kerendahan hati membuatmu terbang tinggi,rendah hati buat terbang,,unknown,
UgyEFURwbFTprYXQ1Jx4AaABAg,my prediction overall points goal points goal points goal no hate,my prediction overall points goal points goal points goal no hate,,unknown,
UgwWS4devtK4TAJRruF4AaABAg,kapan terakhir kali gue ketawa segini kerasnya ditemani makasih udah upload konten ginian,kali gue ketawa gin keras tani makasih udah upload konten ginian,,unknown,
UgxHJtIVYzRPzcrH2yx4AaABAg,sayang sekali ole romeni ga bisa tampil di round,sayang ole romeni ga tampil round,,unknown,
UgwdCMzt9UTLRR3Irgl4AaABAg,tolong ini udah di level dewa lucunya ketawa sambil buka yang nonton pasti ngakak juga,udah level dewa lucu ketawa buka nonton ngakak,,unknown,
UgxH7oF_Yb9gQFciVNh4AaABAg,sayangnya ole romeny harus absen,sayang ole romeny absen,,unknown,
Ugzv51MhHNtbqaw-fLF4AaABAg,ngakak min pas terakhir vidio,ngakak min pas vidio,,unknown,
